unlocode,name,municipality,iso_country,lat,lon
ESBDP,Banyeres del Penedes,Banyeres del Penedes,ES,41.2791532,1.5813324
ESBEM,Benidorm,Benidorm,ES,38.5406255,-0.1290929
ESBGG,Berlanga,Berlanga,ES,38.28333,-5.81667
ESBGJ,Berguenda,Berguenda,ES,42.78333,-3.05
ESBIO,Bilbao,Bilbao,ES,43.25,-2.96667
ESBLA,Blanes,Blanes,ES,41.6756178,2.7932391
ESBLR,Begur,Begur,ES,41.95,3.2
ESBMO,Benimodo,Benimodo,ES,39.21667,-0.51667
ESBOA,Boadilla del Monte,Boadilla del Monte,ES,40.4053485,-3.8764663
ESBOS,Burgo de Osma,Burgo de Osma,ES,41.56667,-3.06667
ESBPM,Porreras,Porreras,ES,39.51667,3
ESBRL,Burela,Burela,ES,43.6606329,-7.3587521
ESBRM,Bermeo,Bermeo,ES,43.43333,-2.71667
ESBRX,Burriana,Burriana,ES,39.8876912,-0.0846321
ESBS3,Binissalem,Binissalem,ES,39.68333,2.83333
ESBSL,Bermiyo Sallago,Bermiyo Sallago,ES,41.36667,-6.1
ESBU3,Benicull,Benicull,ES,39.18333,-0.38333
ESBVN,Buenavista del Norte,Buenavista del Norte,ES,28.36667,-16.9
ESC9A,Calles,Calles,ES,39.73333,-0.96667
ESCAD,Cadiz,Cadiz,ES,36.5297438,-6.2928976
ESCAQ,Riudecanyes,Riudecanyes,ES,41.11667,0.95
ESCAR,Cartagena,Cartagena,ES,37.6,-0.98333
ESCAS,Castellón de la Plana,Castellón de la Plana,ES,39.98333,-0.03333
ESCBD,Cambados,Cambados,ES,42.5193232,-8.797678
ESCBL,Cambrils,Cambrils,ES,41.06667,1.06667
ESCBP,Cabo de Palos,Cabo de Palos,ES,37.63333,-0.68333
ESCBZ,Cabezuela,Cabezuela,ES,41.2361557,-3.9309811
ESCC7,Escorca,Escorca,ES,39.81667,2.85
ESCCN,Corcubión,Corcubión,ES,42.95,-9.18333
ESCCX,Carcaixent,Carcaixent,ES,39.06667,-0.4
ESCDI,Carrizal,Carrizal,ES,27.9,-15.4
ESCDK,Las Casas de Alcanar,Las Casas de Alcanar,ES,40.55,0.53333
ESCED,Cedeira,Cedeira,ES,43.65,-8.05
ESCEE,Cee,Cee,ES,42.9575581,-9.1917202
ESCEL,Celeiró,Celeiró,ES,42.7,-7.05
ESCES,Capellades,Capellades,ES,41.53333,1.7
ESCEU,Ceuta,Ceuta,ES,35.888361,-5.304138
ESCFL,Casillas Flores,Casillas Flores,ES,40.38333,-6.75
ESCGE,Calonge,Calonge,ES,41.86667,3.08333
ESCGG,Campllong,Campllong,ES,41.88333,2.81667
ESCGR,Consuegra,Consuegra,ES,39.46667,-3.6
ESCHR,Caleta de Sebo,Caleta de Sebo,ES,29.23333,-13.5
ESCHZ,Puebla de Sancho Pérez,Puebla de Sancho Pérez,ES,38.4,-6.4
ESCIV,Ciervana,Ciervana,ES,43.3518319,-3.082039
ESCJE,Costa Adeje,Costa Adeje,ES,28.06667,-16.75
ESCNO,Cariño,Cariño,ES,43.75,-7.86667
ESCOI,Catoira,Catoira,ES,42.66667,-8.71667
ESCPA,Campoamor,Campoamor,ES,38.3576248,-0.4870413
ESCPL,Campanillas,Campanillas,ES,36.71667,-4.53333
ESCQU,Carranque,Carranque,ES,40.16667,-3.9
ESCRG,Cabo Roig,Cabo Roig,ES,37.91667,-0.73333
ESCRI,Cierbena,Cierbena,ES,43.33333,-3.08333
ESCRP,Carpio Tajo,Carpio Tajo,ES,39.88333,-4.45
ESCRS,Carboneras,Carboneras,ES,36.98333,-1.88333
ESCSN,Cisneros,Cisneros,ES,42.21667,-4.85
ESCSO,Castropol,Castropol,ES,43.53333,-7.03333
ESCUD,Cuarte de Huerva,Cuarte de Huerva,ES,41.58333,-0.91667
ESCUR,Castro-Urdiales,Castro-Urdiales,ES,43.38333,-3.21667
ESCUT,Morro del Jable,Morro del Jable,ES,28.05,-14.33333
ESCVJ,Victoria de Acentejo,Victoria de Acentejo,ES,28.4347861,-16.4681748
ESCZT,Camarzana Tera,Camarzana Tera,ES,42,-6.01667
ESDAG,Dos Aguas,Dos Aguas,ES,39.28333,-0.8
ESDBA,Deba,Deba,ES,43.3,-2.35
ESDBO,Playa Den Bossa,Playa Den Bossa,ES,38.88333,1.41667
ESDEJ,Valdetorres de Jarama,Valdetorres de Jarama,ES,40.7,-3.5
ESDGS,Villandangos,Villandangos,ES,42.51667,-5.76667
ESDNA,Denia,Denia,ES,38.8408382,0.1061105
ESDRI,Derio,Derio,ES,43.2907714,-2.8870439
ESEAS,San Sebastian,San Sebastian,ES,43.3224219,-1.9838889
ESEBO,Cebolla,Cebolla,ES,39.95,-4.56667
ESECT,El Casar de Talamanca,El Casar de Talamanca,ES,40.7,-3.43333
ESEDL,Estadilla,Estadilla,ES,42.05,0.25
ESEGR,Grove,Grove,ES,43.4504327,-7.3284756
ESEJC,Ejea de los Caballeros,Ejea de los Caballeros,ES,42.11667,-1.13333
ESEKZ,Eskoriatza,Eskoriatza,ES,43.0174857,-2.526803
ESELV,Elvillar,Elvillar,ES,42.5704082,-2.5451889
ESEMP,Empuriabrava,Empuriabrava,ES,42.25,3.13333
ESENG,Enguera,Enguera,ES,38.98333,-0.68333
ESENT,Entoma,Entoma,ES,42.4217746,-6.9361825
ESEOO,El Pedernoso,El Pedernoso,ES,39.48333,-2.75
ESESC,Escombreras,Escombreras,ES,37.571508,-0.9192123
ESETH,Huete,Huete,ES,40.13333,-2.68333
ESEUG,Santa Eugenia,Santa Eugenia,ES,40.3829244,-3.6117674
ESEWE,Fuenterrabía,Fuenterrabía,ES,43.36667,-1.78333
ESEZC,Ezcaray,Ezcaray,ES,42.31667,-3.01667
ESFAL,Fuente-Álamo,Fuente-Álamo,ES,38.7,-1.43333
ESFLD,Formentera Island,Formentera Island,ES,38.7062157,1.4334101
ESFNC,La Font den Carros,La Font den Carros,ES,38.91667,-0.16667
ESFRA,Frades,Frades,ES,43.05,-8.28333
ESFRM,Fermoselle,Fermoselle,ES,41.31667,-6.38333
ESFRO,Ferrol,Ferrol,ES,43.48333,-8.25
ESFSL,Fuensalida,Fuensalida,ES,40.05,-4.2
ESFUE,Puerto del Rosario-Fuerteventura,Puerto del Rosario-Fuerteventura,ES,28.5065839,-13.8451575
ESGAN,Gandía,Gandía,ES,38.96667,-0.18333
ESGAR,Garrucha,Garrucha,ES,37.1853833,-1.820335
ESGCR,Santa Maria de Guia de Gran Canaria,Santa Maria de Guia de Gran Canaria,ES,28.1390522,-15.6318282
ESGCS,El Grao,El Grao,ES,39.96667,0.01667
ESGDL,Godella,Godella,ES,39.5184276,-0.4103168
ESGDM,Salvaterra de Mino,Salvaterra de Mino,ES,42.0826719,-8.4990303
ESGDR,Grajal de Ribera,Grajal de Ribera,ES,42.18333,-5.61667
ESGGA,Garriguella,Garriguella,ES,42.33333,3.06667
ESGIJ,Gijón,Gijón,ES,43.53333,-5.66667
ESGLE,La Escala (L'Escala),La Escala (L'Escala),ES,42.11667,3.13333
ESGND,Puerto de Granadilla,Puerto de Granadilla,ES,28.05,-16.48333
ESGRC,Garachico,Garachico,ES,28.36667,-16.75
ESGRT,Lagartera,Lagartera,ES,39.9,-5.2
ESGRY,Grao,Grao,ES,43.2980596,-6.1471901
ESGTL,Gran Tarajal,Gran Tarajal,ES,28.2,-14.01667
ESGTX,Getxo,Getxo,ES,43.3431164,-3.0078627
ESGU6,Fontanar,Fontanar,ES,40.73333,-3.16667
ESGVA,Cigales,Cigales,ES,41.76667,-4.7
ESGYA,Granyanella,Granyanella,ES,41.66667,1.21667
ESHDA,Horta de Avinyo,Horta de Avinyo,ES,41.8222661,1.9654477
ESHDD,Hinojosa del Duque,Hinojosa del Duque,ES,38.5,-5.15
ESHHU,Castillazuelo,Castillazuelo,ES,42.068633,0.0647387
ESHIE,Puerto de la Estaca,Puerto de la Estaca,ES,27.78333,-17.9
ESHIG,Higuera la Real,Higuera la Real,ES,38.13333,-6.68333
ESHLL,Hormilla,Hormilla,ES,42.43333,-2.76667
ESHSN,Hermisende,Hermisende,ES,41.96667,-6.88333
ESHTY,Hontanaya,Hontanaya,ES,39.73333,-2.83333
ESHUR,Humilladero,Humilladero,ES,37.1372243,-4.6997138
ESHUV,Huelva,Huelva,ES,37.2575874,-6.9484945
ESHVC,Sanxenxo,Sanxenxo,ES,42.4,-8.8
ESIAS,Camariñas,Camariñas,ES,43.11667,-9.16667
ESIBZ,Ibiza,Ibiza,ES,38.9,1.43333
ESITE,Belchite,Belchite,ES,41.3,-0.75
ESITR,Iturriotz,Iturriotz,ES,43.2926196,-1.8657511
ESIUA,Iurreta,Iurreta,ES,43.16667,-2.63333
ESJAV,Jávea,Jávea,ES,38.78333,0.16667
ESJON,Burujon,Burujon,ES,39.9,-4.3
ESJRM,San Julián de Ramis,San Julián de Ramis,ES,42.01667,2.85
ESJUE,Guijuelo,Guijuelo,ES,40.55,-5.66667
ESKLL,La Ametlla de Mar,La Ametlla de Mar,ES,40.9,0.8
ESL4O,Lodoso,Lodoso,ES,42.43333,-3.81667
ESLAN,Lanciego,Lanciego,ES,42.5625294,-2.5125875
ESLAP,Lapuebla de Labarca,Lapuebla de Labarca,ES,42.5,-2.56667
ESLAX,Lage,Lage,ES,41.9693892,-6.815776
ESLCG,La Coruña (A Coruña),La Coruña (A Coruña),ES,43.36667,-8.38333
ESLCR,Los Cristianos,Los Cristianos,ES,28.0526298,-16.717
ESLE6,Torrente,Torrente,ES,39.43333,-0.46667
ESLEC,Lecumberri,Lecumberri,ES,43,-1.88333
ESLEI,Almería,Almería,ES,36.83333,-2.45
ESLEK,Lekeitio,Lekeitio,ES,43.3637081,-2.5059965
ESLEL,Calella,Calella,ES,41.61667,2.66667
ESLES,La Estaca,La Estaca,ES,41.9001962,-0.9609114
ESLGC,La Graciosa,La Graciosa,ES,43.295805,-3.9772203
ESLGU,Legutiano,Legutiano,ES,42.96667,-2.63333
ESLIT,Lizartza,Lizartza,ES,43.1033934,-2.034474
ESLIU,San Felíu de Buxalleu,San Felíu de Buxalleu,ES,41.78333,2.58333
ESLJO,La Llagosta,La Llagosta,ES,41.5131188,2.1931226
ESLLO,Lloret de Mar,Lloret de Mar,ES,41.7,2.85
ESLMN,La Minosa,La Minosa,ES,41.1793692,-2.9321633
ESLPA,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,ES,28.1,-15.41667
ESLPC,Puebla del Caramiñal,Puebla del Caramiñal,ES,42.6,-8.93333
ESLPF,La Poble de Farnals,La Poble de Farnals,ES,39.58333,-1.66667
ESLRT,La Restinga,La Restinga,ES,27.61667,-17.98333
ESLSD,Los Santos de la Humosa,Los Santos de la Humosa,ES,40.5012957,-3.2566803
ESLSI,Los Silos,Los Silos,ES,28.3523468,-16.8142516
ESLSL,La Seu d'Urgell,La Seu d'Urgell,ES,42.36667,1.45
ESLTV,Moral de Calatrava,Moral de Calatrava,ES,38.83333,-3.58333
ESLUQ,Luque,Luque,ES,37.5586671,-4.2786296
ESLZR,La Zarza,La Zarza,ES,38.81667,-6.21667
ESM8M,San Mames De Meruelo,San Mames De Meruelo,ES,43.45,-3.56667
ESM8U,Mourente,Mourente,ES,43.56667,-7.26667
ESMAH,"Mahón, Menorca","Mahón, Menorca",ES,39.88333,4.25
ESMAI,Malpica (Malpica de Bergantiños),Malpica (Malpica de Bergantiños),ES,43.31667,-8.8
ESMAT,La Matanza,La Matanza,ES,38.1481947,-1.0867314
ESMBY,Mombuey,Mombuey,ES,42.03333,-6.33333
ESMCZ,Mozoncillo,Mozoncillo,ES,41.15,-4.18333
ESMEC,Meco,Meco,ES,40.553746,-3.3281561
ESMED,El Medano,El Medano,ES,28.03333,-16.53333
ESMET,Miguel Esteban,Miguel Esteban,ES,39.51667,-3.08333
ESMGA,Mugia,Mugia,ES,42.8757054,-2.2993021
ESMGN,Magan,Magan,ES,39.95,-3.91667
ESMGR,Mugardos,Mugardos,ES,43.46667,-8.25
ESMIA,Mesia,Mesia,ES,43.1,-8.26667
ESMIC,Miraclamp,Miraclamp,ES,41.6,0.86667
ESMIR,Miramar,Miramar,ES,38.9505154,-0.1415109
ESMIX,Miranda de Ebro,Miranda de Ebro,ES,42.68333,-2.95
ESMLJ,Murillo de Río Leza,Murillo de Río Leza,ES,42.4,-2.31667
ESMLN,Melilla,Melilla,ES,35.31667,-2.88333
ESMLO,Maliaño,Maliaño,ES,43.41667,-3.83333
ESMMA,Malgrat de Mar,Malgrat de Mar,ES,41.65,2.75
ESMNF,Montefrio,Montefrio,ES,37.31667,-4.01667
ESMOA,Moaña,Moaña,ES,42.28333,-8.73333
ESMOG,Mogarraz,Mogarraz,ES,40.48333,-6.05
ESMOI,Montiel,Montiel,ES,38.7,-2.86667
ESMOJ,Mojácar,Mojácar,ES,37.15,-1.85
ESMOT,Motril,Motril,ES,36.7450888,-3.5207655
ESMPG,"Marin, Pontevedra","Marin, Pontevedra",ES,42.3922393,-8.7029421
ESMQU,Mascaraque,Mascaraque,ES,39.71667,-3.81667
ESMRJ,Madridejos,Madridejos,ES,39.46667,-3.53333
ESMRN,Maracena,Maracena,ES,37.2,-3.63333
ESMRS,Muros,Muros,ES,42.7744106,-9.0575351
ESMSN,Masnou,Masnou,ES,41.48333,2.31667
ESMTC,Montblanc,Montblanc,ES,41.38333,1.16667
ESMTQ,Montesquiu,Montesquiu,ES,42.1,2.2
ESMTU,Motrico (Mutriku),Motrico (Mutriku),ES,43.3,-2.38333
ESMUN,Munguía,Munguía,ES,43.35,-2.83333
ESMUS,Musel-Arnao,Musel-Arnao,ES,43.56667,-5.7
ESNAA,Ayegui,Ayegui,ES,42.65,-2.03333
ESNBL,Noblejas,Noblejas,ES,39.98333,-3.43333
ESNCA,Inca,Inca,ES,39.71667,2.9
ESNCO,Coristanco,Coristanco,ES,43.2,-8.75
ESNDD,Las Noras de Daza,Las Noras de Daza,ES,36.75,-2.73333
ESNJE,Nájera,Nájera,ES,42.41667,-2.73333
ESNLL,Santa Olalla,Santa Olalla,ES,40.01667,-4.43333
ESNRA,Salinas De Pamplona,Salinas De Pamplona,ES,42.75,-1.65
ESNRT,Monserrat,Monserrat,ES,39.36667,-0.6
ESNTR,Mentrida,Mentrida,ES,40.23333,-4.18333
ESNVS,Noves,Noves,ES,40.0450267,-4.2730023
ESOLY,Olias del Rey,Olias del Rey,ES,39.95,-3.96667
ESOLZ,Olazagutía,Olazagutía,ES,42.86667,-2.2
ESOMR,Mora,Mora,ES,39.66667,-3.76667
ESOND,Ondárroa,Ondárroa,ES,43.31667,-2.41667
ESONS,Obanos,Obanos,ES,42.68333,-1.78333
ESOOP,Cadaqués,Cadaqués,ES,42.28333,3.28333
ESORJ,Órjiva,Órjiva,ES,36.9,-3.41667
ESOSR,Oroso,Oroso,ES,42.98333,-8.43333
ESOTG,Ortigueira,Ortigueira,ES,43.66667,-7.85
ESOTO,Rotova,Rotova,ES,38.93333,-0.25
ESOUT,Outes,Outes,ES,42.85,-8.9
ESOZL,Orzola,Orzola,ES,29.21667,-13.45
ESPAF,Pajara Fuerteventura,Pajara Fuerteventura,ES,28.35,-14.1
ESPAL,Palamós,Palamós,ES,41.85,3.13333
ESPAN,Pantoja,Pantoja,ES,40.05,-3.83333
ESPAS,Pasajes,Pasajes,ES,43.3239952,-1.9200587
ESPAZ,Pilar de la Horadada,Pilar de la Horadada,ES,37.8994714,-0.8257645
ESPBU,Pancorbo,Pancorbo,ES,42.63333,-3.1
ESPCN,Picassent,Picassent,ES,39.35,-0.45
ESPD3,Puerto de la Selva,Puerto de la Selva,ES,42.6747197,-0.6736098
ESPDS,Puerto de Sagunto,Puerto de Sagunto,ES,39.65,-0.21667
ESPET,Petra,Petra,ES,39.61667,3.1
ESPEV,Pontevedra,Pontevedra,ES,42.428065,-8.6041447
ESPGU,Puerto de Guimar,Puerto de Guimar,ES,28.3,-16.36667
ESPIT,Pitillas,Pitillas,ES,42.41667,-1.61667
ESPJC,Poliña Jucar,Poliña Jucar,ES,39.2,-0.36667
ESPLC,Polanco,Polanco,ES,43.3846227,-4.0180307
ESPLI,Playa Ingles,Playa Ingles,ES,27.76667,-15.58333
ESPMI,Palma de Mallorca,Palma de Mallorca,ES,39.56667,2.63333
ESPNY,Sant Antoni de Portmany,Sant Antoni de Portmany,ES,38.98333,1.3
ESPOR,Portugalete,Portugalete,ES,43.3189646,-3.0198633
ESPPS,Puerto de Playa de Santiago,Puerto de Playa de Santiago,ES,28.03333,-17.2
ESPRE,Puerto Calero,Puerto Calero,ES,28.91667,-13.7
ESPRG,Puig-reig,Puig-reig,ES,41.98333,1.86667
ESPRO,Puerto Rosario,Puerto Rosario,ES,28.5,-13.86667
ESPRT,Portosin,Portosin,ES,42.76667,-8.95
ESPSJ,Playa San Juan,Playa San Juan,ES,28.16667,-16.8
ESPSL,Posada de Llanera,Posada de Llanera,ES,43.43333,-5.85
ESPSM,Puerto de Santa Maria,Puerto de Santa Maria,ES,36.6,-6.23333
ESPSO,Pola de Siero,Pola de Siero,ES,43.4,-5.65
ESPTM,Puertomarin,Puertomarin,ES,42.8,-7.61667
ESPTN,Son (Puerto del Son),Son (Puerto del Son),ES,42.68333,-9.01667
ESPUC,Puerto del Carmen,Puerto del Carmen,ES,28.91667,-13.66667
ESPVA,Puras,Puras,ES,41.18333,-4.65
ESPVG,Puerto de Vega,Puerto de Vega,ES,43.56667,-6.63333
ESQFU,Corralejo,Corralejo,ES,28.7400646,-13.8693225
ESQIS,Quismondo,Quismondo,ES,40.1,-4.31667
ESQIU,Ciudadela,Ciudadela,ES,39.9920763,3.8978496
ESQLY,Playa Blanca,Playa Blanca,ES,28.8631949,-13.8298966
ESRA5,Rajadell,Rajadell,ES,41.71667,1.7
ESRAL,Sarral,Sarral,ES,41.43333,1.23333
ESRBI,Ribeira (Santa Uxia),Ribeira (Santa Uxia),ES,42.55,-9
ESRBS,Ribadesella,Ribadesella,ES,43.4456557,-5.0835484
ESRDA,Alcala del Rio,Alcala del Rio,ES,37.51667,-5.96667
ESRDE,Rubielos de Mora,Rubielos de Mora,ES,40.18333,-0.65
ESRDP,Renedo de Pielago,Renedo de Pielago,ES,43.35,-3.95
ESREG,Rioseco de Guriezo,Rioseco de Guriezo,ES,43.3646827,-3.3174481
ESRES,Casar de Cáceres,Casar de Cáceres,ES,39.56667,-6.41667
ESRIB,Ribadeo,Ribadeo,ES,43.511372,-7.1267022
ESROM,El Rompido,El Rompido,ES,37.21667,-7.11667
ESRON,Lantaron,Lantaron,ES,42.747826,-2.9942274
ESROS,Rosas,Rosas,ES,42.2632018,3.1755328
ESROT,Rota,Rota,ES,36.6228636,-6.3599595
ESRPL,Ripoll,Ripoll,ES,42.2,2.18333
ESRRS,Ferreras,Ferreras,ES,41.9,-6.18333
ESRTA,Rentería,Rentería,ES,43.31667,-1.9
ESRUE,Rueda,Rueda,ES,41.41667,-4.95
ESRUM,Santo Angel,Santo Angel,ES,37.93333,-1.11667
ESRUZ,Puerto de la Cruz,Puerto de la Cruz,ES,28.41667,-16.55
ESS8C,Santervas De Campos,Santervas De Campos,ES,42.21667,-5.1
ESS9S,Salinas de Oro,Salinas de Oro,ES,42.78333,-1.88333
ESSAA,San Antonio,San Antonio,ES,37.1762761,-3.1137503
ESSAD,Sada,Sada,ES,42.5871778,-1.3983063
ESSAG,Sagunto,Sagunto,ES,39.68333,-0.26667
ESSAP,San Pedro Pescador,San Pedro Pescador,ES,42.18333,3.08333
ESSAS,San Asensio,San Asensio,ES,42.5,-2.75
ESSAT,Salinetas,Salinetas,ES,27.976322,-15.377358
ESSBT,San Bartolomé de Tirajana,San Bartolomé de Tirajana,ES,27.849902,-15.5879004
ESSCI,San Ciprian,San Ciprian,ES,43.707141,-7.462028
ESSCR,San Carlos de la Rápita,San Carlos de la Rápita,ES,40.61667,0.6
ESSCT,Santa Cruz de Tenerife,Santa Cruz de Tenerife,ES,28.467178,-16.2507843
ESSDG,Sallent de Gallego,Sallent de Gallego,ES,42.76667,-0.33333
ESSDR,Santander,Santander,ES,43.4618932,-3.8100255
ESSEO,San Esteban de Pravia,San Esteban de Pravia,ES,43.5541268,-6.0863275
ESSER,Serra,Serra,ES,39.68333,-0.43333
ESSEW,Seña,Seña,ES,43.38541,-3.41298
ESSFL,Sant Feliu de Llobregat,Sant Feliu de Llobregat,ES,41.38333,2.05
ESSFO,San Fernando,San Fernando,ES,36.46667,-6.2
ESSFU,Sant Feliu de Guixols,Sant Feliu de Guixols,ES,41.78333,3.03333
ESSGD,Santa Agueda,Santa Agueda,ES,36.703394,-4.5439842
ESSGT,San Agustin,San Agustin,ES,40.0591346,-0.6930191
ESSID,San Isidro de Dueñas,San Isidro de Dueñas,ES,41.8981884,-4.5171421
ESSIO,Casasimarro,Casasimarro,ES,39.36667,-2.03333
ESSIS,Sils,Sils,ES,41.8,2.75
ESSIT,Sitges,Sitges,ES,41.23333,1.83333
ESSJ2,Sant Jordi,Sant Jordi,ES,39.55,2.76667
ESSJN,San Juan de Nivea,San Juan de Nivea,ES,43.58333,-5.91667
ESSJO,Sant Joan Despí,Sant Joan Despí,ES,41.36667,2.06667
ESSL4,Sant Lluís,Sant Lluís,ES,39.83333,4.25
ESSL8,Sobradelo,Sobradelo,ES,42.58333,-8.78333
ESSMD,Sant Miquel de Fluvià,Sant Miquel de Fluvià,ES,42.16667,2.98333
ESSNR,Santurce,Santurce,ES,43.33333,-3.03333
ESSO8,San Miguel Del Arroyo,San Miguel Del Arroyo,ES,41.43333,-4.45
ESSOL,El Port,El Port,ES,42.3704661,3.1605735
ESSOV,Sollana,Sollana,ES,39.2784514,-0.3818215
ESSP4,Sanguineda,Sanguineda,ES,42.18333,-8.63333
ESSPC,Santa Cruz de La Palma,Santa Cruz de La Palma,ES,28.68333,-17.76667
ESSPO,Santa Pola,Santa Pola,ES,38.1923641,-0.5555464
ESSPP,San Pedro del Pinatar,San Pedro del Pinatar,ES,37.8314949,-0.7854862
ESSPQ,San Pedro Ceque,San Pedro Ceque,ES,42.0432719,-6.0736153
ESSRH,San Román de Hornija,San Román de Hornija,ES,41.48333,-5.28333
ESSSG,San Sebastian de la Gomera,San Sebastian de la Gomera,ES,28.0910382,-17.1110077
ESSTE,Santa Eulalia del Río,Santa Eulalia del Río,ES,38.98333,1.51667
ESSUM,Sumarcarcer,Sumarcarcer,ES,39.1,0.63333
ESSUR,Santa Úrsula,Santa Úrsula,ES,28.41667,-16.46667
ESSVB,San Vicente de la Barquera,San Vicente de la Barquera,ES,43.38333,-4.38333
ESSVI,San Vicente,San Vicente,ES,42.45,-7.06667
ESSVQ,Sevilla,Sevilla,ES,37.3886303,-5.9953403
ESSXX,Sangenjo,Sangenjo,ES,42.4,-8.8
ESTAL,El Tarajal,El Tarajal,ES,37.4931673,-4.1935104
ESTAR,Tarragona,Tarragona,ES,41.1172364,1.2546057
ESTAZ,Tazacorte,Tazacorte,ES,28.63333,-17.93333
ESTBR,Tabara,Tabara,ES,41.81667,-5.95
ESTBZ,Tabuenca,Tabuenca,ES,41.7,-1.55
ESTDC,Trobajo del Cerecedo,Trobajo del Cerecedo,ES,42.56667,-5.58333
ESTDY,Tordoya,Tordoya,ES,43.1,-8.56667
ESTEM,Tembleque,Tembleque,ES,39.6970824,-3.5020102
ESTG2,Les Borges del Camp,Les Borges del Camp,ES,41.16667,1.01667
ESTHO,Torre Horadada,Torre Horadada,ES,37.86667,-0.75
ESTJF,Tijarafe,Tijarafe,ES,28.7,-17.95
ESTJI,La Tejita,La Tejita,ES,28.0364,-16.5569424
ESTJQ,Tejina,Tejina,ES,28.53333,-16.35
ESTKG,Tossa (Tossa de Mar),Tossa (Tossa de Mar),ES,41.71667,2.93333
ESTMS,Torre de Miguel Sesmero,Torre de Miguel Sesmero,ES,38.6180189,-6.7966844
ESTO9,Palomeque,Palomeque,ES,40.11667,-3.95
ESTOR,Torrevieja,Torrevieja,ES,37.9775416,-0.6828446
ESTOT,Tortosa,Tortosa,ES,40.8110158,0.5209333
ESTRE,Trebujena,Trebujena,ES,36.86667,-6.16667
ESTRF,Tarifa,Tarifa,ES,36.0129082,-5.6050213
ESTRR,Torredembarra,Torredembarra,ES,41.15,1.4
ESTRU,Trubia,Trubia,ES,43.5,-5.73333
ESTRY,Real de Montroy,Real de Montroy,ES,39.33333,-0.6
ESTT2,La Selva del Camp,La Selva del Camp,ES,41.2,1.13333
ESTTO,Treto,Treto,ES,43.3935609,-3.4737167
ESTVC,Tornavacas,Tornavacas,ES,40.25,-5.68333
ESUCC,Belmonte,Belmonte,ES,39.56667,-2.7
ESUIS,Ucieda,Ucieda,ES,43.25,-4.23333
ESUNY,Avinyó,Avinyó,ES,41.86667,1.96667
ESURI,Llauri,Llauri,ES,39.15,-0.33333
ESURZ,Urroz,Urroz,ES,43.1001519,-1.7073351
ESV7N,Vidania,Vidania,ES,43.13333,-2.15
ESV8C,San Cristobal de Entrevinas,San Cristobal de Entrevinas,ES,42.05,-5.63333
ESV8M,Villasana De Mena,Villasana De Mena,ES,43.1,-3.28333
ESVBN,Villabona,Villabona,ES,43.18333,-2.05
ESVCC,Vallcarca,Vallcarca,ES,41.23333,1.86667
ESVGO,Vigo,Vigo,ES,42.2376602,-8.7247205
ESVGR,Valle Gran Rey,Valle Gran Rey,ES,28.1158533,-17.3209828
ESVIL,Villagarcía de Arosa,Villagarcía de Arosa,ES,42.6,-8.75
ESVIT,Vitoria-Gasteiz,Vitoria-Gasteiz,ES,42.85,-2.66667
ESVIV,Viveiro,Viveiro,ES,43.66667,-7.6
ESVJO,Valera de Abajo,Valera de Abajo,ES,39.76667,-2.15
ESVLC,Valencia,Valencia,ES,39.4697065,-0.3763353
ESVLG,Villanueva y Geltrú (Vilanova i la Geltrú),Villanueva y Geltrú (Vilanova i la Geltrú),ES,41.21667,1.73333
ESVVR,Vivares,Vivares,ES,39.0874537,-5.8957961
ESVZM,Vizmalo,Vizmalo,ES,42.16667,-4.1
ESVZO,Vimianzo,Vimianzo,ES,43.11667,-9.03333
ESVZR,Vinaroz,Vinaroz,ES,40.4703992,0.4746076
ESZ8N,Zalain,Zalain,ES,43.28333,-1.7
ESZ8R,Echarri-Aranaz,Echarri-Aranaz,ES,42.9,-2.06667
ESZAZ,Zaragoza,Zaragoza,ES,41.6915847,-0.9101268
ESZMF,Sauzal,Sauzal,ES,28.46667,-16.41667
ESZUE,Zuera,Zuera,ES,41.86667,-0.78333
ESZZ4,Villaflor,Villaflor,ES,41.58333,-5.98333
FIAHL,Alholmen,Alholmen,FI,63.7,22.7
FIAJO,Ajos,Ajos,FI,65.66667,24.56667
FIAKK,Asikkala,Asikkala,FI,62.05,28.43333
FIBAR,Baronsalmi,Baronsalmi,FI,59.96667,23.86667
FIBRA,Brändö,Brändö,FI,60.41667,21.05
FIBRO,Bromarv,Bromarv,FI,59.98333,23.03333
FIDEG,Degerby,Degerby,FI,60.1,24.18333
FIDLS,Taalintehdas (Dalsbruk),Taalintehdas (Dalsbruk),FI,60.01667,22.51667
FIDRA,Dragsfjärd,Dragsfjärd,FI,60.06667,22.46667
FIECK,Eckerö,Eckerö,FI,60.21667,19.61667
FIEJO,Euraåminne (Eurajoki),Euraåminne (Eurajoki),FI,61.2,21.73333
FIEM2,Elämäjärvi,Elämäjärvi,FI,63.48333,25.66667
FIENK,Enonkoski,Enonkoski,FI,62.08333,28.91667
FIESP,Espoo (Esbo),Espoo (Esbo),FI,60.2,24.65
FIFAR,Färjsundet,Färjsundet,FI,60.23333,20.01667
FIFOG,Föglö,Föglö,FI,60.01667,20.41667
FIFOR,Förby,Förby,FI,60.092062,22.875069
FIGDB,Gottby (Godby),Gottby (Godby),FI,60.13333,19.83333
FIGUL,Gullö,Gullö,FI,59.95,23.41667
